net,domain_exact,best_k,gcd_k_n,phase_mae_deg,mean_abs_deg,q_odd_over_even,radius_parity_separation,f_decoder_acc,f_decoder_exact,q_decoder_acc,q_decoder_exact,q_certified,q_break_at,composition_acc,composition_exact,substitution_acc,substitution_exact,family
494,True,9,1,0.16616112956916512,0.2563188144755149,1.189226518781549,0.17287066199697426,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,FAMILY_F
495,True,7,1,0.15737023429134123,0.2441708744796688,0.9894682686203872,0.010587483646488274,1.0,True,,False,False,gcd_k_not_2,1.0,True,1.0,True,FAMILY_F
497,True,1,1,0.14519046369521266,0.2512253454074308,0.9827443131235413,0.017405861928081662,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,FAMILY_F
498,True,7,1,0.14097074357166442,0.20709657800537853,0.9974046695985055,0.0025987026474872557,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,FAMILY_F
501,True,9,1,0.22589273538165636,0.3867574675214542,0.9776375249360493,0.02261534258121834,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,FAMILY_F
502,True,1,1,0.26325239226020264,0.44501833993302337,1.0238786384920113,0.023596907480384555,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,FAMILY_F
504,True,1,1,0.2555750555045882,0.43912880148442307,0.9756524604975104,0.024647593632291357,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,FAMILY_F
508,True,9,1,0.24150179918435405,0.428476969436933,1.0299031280558943,0.029462615868308537,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,FAMILY_F
510,True,6,2,9.09077284005012,13.518799860158031,0.31041164738088656,1.0524759208259333,0.54,False,1.0,True,True,,0.25,False,0.5,False,FAMILY_Q
514,True,3,1,0.25025201661156876,0.43892775987003696,1.010354838002451,0.010301502806081492,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,FAMILY_F
515,True,3,1,0.15613198712527165,0.28545610068631894,0.952912152403662,0.04822321120628168,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,FAMILY_F
